HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Season
Mallorca,Osasuna,2,0,H,1,0,H,2010
Sociedad,Real Madrid,1,2,A,0,0,D,2010
Sp Gijon,Ath Bilbao,2,2,D,2,1,H,2010
Ath Madrid,Barcelona,1,2,A,1,2,A,2010
Hercules,Valencia,1,2,A,1,2,A,2010
Levante,Villarreal,1,2,A,0,2,A,2010
Malaga,Sevilla,1,2,A,1,2,A,2010
Santander,Zaragoza,2,0,H,0,0,D,2010
La Coruna,Getafe,2,2,D,0,1,A,2010
Ath Bilbao,Mallorca,3,0,H,1,0,H,2010
Osasuna,Sociedad,3,1,H,2,1,H,2010
Real Madrid,Espanol,3,0,H,1,0,H,2010
Almeria,Levante,0,1,A,0,1,A,2010
Barcelona,Sp Gijon,1,0,H,0,0,D,2010
Valencia,Ath Madrid,1,1,D,0,1,A,2010
Zaragoza,Hercules,0,0,D,0,0,D,2010
Getafe,Malaga,0,2,A,0,0,D,2010
Sevilla,Santander,1,1,D,1,0,H,2010
Villarreal,La Coruna,1,0,H,1,0,H,2010
Ath Bilbao,Barcelona,1,3,A,0,0,D,2010
Levante,Real Madrid,0,0,D,0,0,D,2010
Sp Gijon,Valencia,0,2,A,0,2,A,2010
Ath Madrid,Zaragoza,1,0,H,1,0,H,2010
Espanol,Osasuna,1,0,H,1,0,H,2010
Hercules,Sevilla,2,0,H,2,0,H,2010
La Coruna,Almeria,0,2,A,0,2,A,2010
Mallorca,Sociedad,2,0,H,1,0,H,2010
Santander,Getafe,0,1,A,0,1,A,2010
Malaga,Villarreal,2,3,A,2,3,A,2010
Sociedad,Espanol,1,0,H,0,0,D,2010
Valencia,Ath Bilbao,2,1,H,1,0,H,2010
Zaragoza,Sp Gijon,2,2,D,0,1,A,2010
Almeria,Malaga,1,1,D,0,0,D,2010
Barcelona,Mallorca,1,1,D,1,1,D,2010
Getafe,Hercules,3,0,H,2,0,H,2010
Osasuna,Levante,1,1,D,0,0,D,2010
Real Madrid,La Coruna,6,1,H,3,0,H,2010
Sevilla,Ath Madrid,3,1,H,2,0,H,2010
Villarreal,Santander,2,0,H,2,0,H,2010
Ath Madrid,Getafe,2,0,H,1,0,H,2010
Barcelona,Valencia,2,1,H,0,1,A,2010
Malaga,Real Madrid,1,4,A,0,2,A,2010
Ath Bilbao,Zaragoza,2,1,H,2,0,H,2010
La Coruna,Osasuna,0,0,D,0,0,D,2010
Levante,Sociedad,2,1,H,0,0,D,2010
Mallorca,Espanol,0,1,A,0,1,A,2010
Santander,Almeria,1,0,H,1,0,H,2010
Sp Gijon,Sevilla,2,0,H,1,0,H,2010
Hercules,Villarreal,2,2,D,2,1,H,2010
Real Madrid,Santander,6,1,H,3,0,H,2010
Valencia,Mallorca,1,2,A,1,2,A,2010
Zaragoza,Barcelona,0,2,A,0,1,A,2010
Almeria,Hercules,1,1,D,0,1,A,2010
Espanol,Levante,2,1,H,1,0,H,2010
Getafe,Sp Gijon,3,0,H,1,0,H,2010
Osasuna,Malaga,3,0,H,2,0,H,2010
Sevilla,Ath Bilbao,4,3,H,2,0,H,2010
Villarreal,Ath Madrid,2,0,H,1,0,H,2010
Sociedad,La Coruna,3,0,H,1,0,H,2010
Barcelona,Sevilla,5,0,H,2,0,H,2010
Hercules,Real Madrid,1,3,A,1,0,H,2010
Valencia,Zaragoza,1,1,D,1,1,D,2010
Ath Bilbao,Getafe,3,0,H,2,0,H,2010
Ath Madrid,Almeria,1,1,D,1,1,D,2010
La Coruna,Espanol,3,0,H,1,0,H,2010
Malaga,Sociedad,1,2,A,0,1,A,2010
Santander,Osasuna,4,1,H,2,0,H,2010
Sp Gijon,Villarreal,1,1,D,0,0,D,2010
Mallorca,Levante,2,1,H,0,1,A,2010
Espanol,Malaga,1,0,H,1,0,H,2010
Sociedad,Santander,1,0,H,1,0,H,2010
Almeria,Sp Gijon,1,1,D,1,0,H,2010
Getafe,Barcelona,1,3,A,0,2,A,2010
Levante,La Coruna,1,2,A,0,1,A,2010
Osasuna,Hercules,3,0,H,1,0,H,2010
Real Madrid,Ath Madrid,2,0,H,2,0,H,2010
Villarreal,Ath Bilbao,4,1,H,2,1,H,2010
Zaragoza,Mallorca,3,2,H,0,1,A,2010
Sevilla,Valencia,2,0,H,0,0,D,2010
Ath Bilbao,Almeria,1,0,H,1,0,H,2010
Ath Madrid,Osasuna,3,0,H,2,0,H,2010
Barcelona,Villarreal,3,1,H,1,1,D,2010
Hercules,Sociedad,2,1,H,0,1,A,2010
Malaga,Levante,1,0,H,0,0,D,2010
Mallorca,La Coruna,0,0,D,0,0,D,2010
Santander,Espanol,0,0,D,0,0,D,2010
Sp Gijon,Real Madrid,0,1,A,0,0,D,2010
Valencia,Getafe,2,0,H,1,0,H,2010
Zaragoza,Sevilla,1,2,A,0,1,A,2010
Almeria,Barcelona,0,8,A,0,5,A,2010
Real Madrid,Ath Bilbao,5,1,H,2,1,H,2010
Villarreal,Valencia,1,1,D,0,1,A,2010
Espanol,Hercules,3,0,H,1,0,H,2010
La Coruna,Malaga,3,0,H,2,0,H,2010
Levante,Santander,3,1,H,3,0,H,2010
Osasuna,Sp Gijon,1,0,H,0,0,D,2010
Sevilla,Mallorca,1,2,A,0,1,A,2010
Sociedad,Ath Madrid,2,4,A,1,0,H,2010
Getafe,Zaragoza,1,1,D,0,1,A,2010
Ath Madrid,Espanol,2,3,A,1,1,D,2010
Sevilla,Getafe,1,3,A,1,0,H,2010
Zaragoza,Villarreal,0,3,A,0,2,A,2010
Ath Bilbao,Osasuna,1,0,H,0,0,D,2010
Hercules,Levante,3,1,H,1,1,D,2010
Mallorca,Malaga,2,0,H,0,0,D,2010
Santander,La Coruna,1,0,H,0,0,D,2010
Sp Gijon,Sociedad,1,3,A,1,2,A,2010
Valencia,Almeria,2,1,H,1,0,H,2010
Barcelona,Real Madrid,5,0,H,2,0,H,2010
Levante,Ath Madrid,2,0,H,1,0,H,2010
Osasuna,Barcelona,0,3,A,0,1,A,2010
Real Madrid,Valencia,2,0,H,0,0,D,2010
Almeria,Zaragoza,1,1,D,0,0,D,2010
Espanol,Sp Gijon,1,0,H,0,0,D,2010
Getafe,Mallorca,3,0,H,2,0,H,2010
Malaga,Santander,4,1,H,2,1,H,2010
Sociedad,Ath Bilbao,2,0,H,1,0,H,2010
Villarreal,Sevilla,1,0,H,1,0,H,2010
La Coruna,Hercules,1,0,H,0,0,D,2010
Ath Madrid,La Coruna,2,0,H,2,0,H,2010
Getafe,Villarreal,1,0,H,0,0,D,2010
Sevilla,Almeria,1,3,A,0,0,D,2010
Ath Bilbao,Espanol,2,1,H,0,1,A,2010
Barcelona,Sociedad,5,0,H,2,0,H,2010
Hercules,Malaga,4,1,H,0,1,A,2010
Mallorca,Santander,0,1,A,0,0,D,2010
Sp Gijon,Levante,1,1,D,0,0,D,2010
Zaragoza,Real Madrid,1,3,A,0,2,A,2010
Valencia,Osasuna,3,3,D,3,1,H,2010
Espanol,Barcelona,1,5,A,0,2,A,2010
La Coruna,Sp Gijon,1,1,D,1,0,H,2010
Levante,Ath Bilbao,1,2,A,1,1,D,2010
Sociedad,Valencia,1,2,A,1,1,D,2010
Villarreal,Mallorca,3,1,H,2,1,H,2010
Almeria,Getafe,2,3,A,2,1,H,2010
Malaga,Ath Madrid,0,3,A,0,1,A,2010
Osasuna,Zaragoza,0,0,D,0,0,D,2010
Real Madrid,Sevilla,1,0,H,0,0,D,2010
Santander,Hercules,0,0,D,0,0,D,2010
Ath Bilbao,La Coruna,1,2,A,0,1,A,2010
Barcelona,Levante,2,1,H,0,0,D,2010
Sevilla,Osasuna,1,0,H,1,0,H,2010
Sp Gijon,Malaga,1,2,A,1,1,D,2010
Valencia,Espanol,2,1,H,1,1,D,2010
Ath Madrid,Santander,0,0,D,0,0,D,2010
Getafe,Real Madrid,2,3,A,1,2,A,2010
Mallorca,Hercules,3,0,H,2,0,H,2010
Villarreal,Almeria,2,0,H,1,0,H,2010
Zaragoza,Sociedad,2,1,H,1,1,D,2010
La Coruna,Barcelona,0,4,A,0,1,A,2010
Malaga,Ath Bilbao,1,1,D,0,0,D,2010
Sociedad,Sevilla,2,3,A,2,1,H,2010
Espanol,Zaragoza,4,0,H,3,0,H,2010
Levante,Valencia,0,1,A,0,0,D,2010
Mallorca,Almeria,4,1,H,2,0,H,2010
Osasuna,Getafe,0,0,D,0,0,D,2010
Real Madrid,Villarreal,4,2,H,2,2,D,2010
Santander,Sp Gijon,1,1,D,1,0,H,2010
Hercules,Ath Madrid,4,1,H,4,0,H,2010
Ath Bilbao,Santander,2,1,H,2,0,H,2010
Getafe,Sociedad,0,4,A,0,2,A,2010
Sevilla,Espanol,1,2,A,0,1,A,2010
Sp Gijon,Hercules,2,0,H,2,0,H,2010
Villarreal,Osasuna,4,2,H,1,0,H,2010
Zaragoza,Levante,1,0,H,1,0,H,2010
Almeria,Real Madrid,1,1,D,0,0,D,2010
Barcelona,Malaga,4,1,H,3,0,H,2010
Valencia,La Coruna,2,0,H,0,0,D,2010
Ath Madrid,Mallorca,3,0,H,2,0,H,2010
Barcelona,Santander,3,0,H,2,0,H,2010
Sevilla,Levante,4,1,H,3,0,H,2010
Valencia,Malaga,4,3,H,1,2,A,2010
Almeria,Osasuna,3,2,H,2,1,H,2010
Getafe,Espanol,1,3,A,1,0,H,2010
Real Madrid,Mallorca,1,0,H,0,0,D,2010
Sp Gijon,Ath Madrid,1,0,H,0,0,D,2010
Villarreal,Sociedad,2,1,H,1,1,D,2010
Zaragoza,La Coruna,1,0,H,1,0,H,2010
Ath Bilbao,Hercules,3,0,H,1,0,H,2010
Hercules,Barcelona,0,3,A,0,1,A,2010
La Coruna,Sevilla,3,3,D,1,0,H,2010
Levante,Getafe,2,0,H,0,0,D,2010
Malaga,Zaragoza,1,2,A,1,1,D,2010
Mallorca,Sp Gijon,0,4,A,0,1,A,2010
Sociedad,Almeria,2,0,H,1,0,H,2010
Ath Madrid,Ath Bilbao,0,2,A,0,1,A,2010
Espanol,Villarreal,0,1,A,0,1,A,2010
Osasuna,Real Madrid,1,0,H,0,0,D,2010
Santander,Valencia,1,1,D,1,0,H,2010
Almeria,Espanol,3,2,H,3,1,H,2010
Ath Bilbao,Sp Gijon,3,0,H,2,0,H,2010
Barcelona,Ath Madrid,3,0,H,2,0,H,2010
Getafe,La Coruna,4,1,H,3,0,H,2010
Osasuna,Mallorca,1,1,D,1,1,D,2010
Villarreal,Levante,0,1,A,0,0,D,2010
Zaragoza,Santander,1,1,D,1,1,D,2010
Real Madrid,Sociedad,4,1,H,3,0,H,2010
Sevilla,Malaga,0,0,D,0,0,D,2010
Valencia,Hercules,2,0,H,1,0,H,2010
Ath Madrid,Valencia,1,2,A,1,1,D,2010
Santander,Sevilla,3,2,H,2,1,H,2010
Sp Gijon,Barcelona,1,1,D,1,0,H,2010
Espanol,Real Madrid,0,1,A,0,1,A,2010
Hercules,Zaragoza,2,1,H,0,1,A,2010
La Coruna,Villarreal,1,0,H,0,0,D,2010
Levante,Almeria,1,0,H,0,0,D,2010
Malaga,Getafe,2,2,D,0,2,A,2010
Sociedad,Osasuna,1,0,H,0,0,D,2010
Mallorca,Ath Bilbao,1,0,H,1,0,H,2010
Real Madrid,Levante,2,0,H,2,0,H,2010
Valencia,Sp Gijon,0,0,D,0,0,D,2010
Zaragoza,Ath Madrid,0,1,A,0,0,D,2010
Almeria,La Coruna,1,1,D,0,0,D,2010
Barcelona,Ath Bilbao,2,1,H,1,0,H,2010
Getafe,Santander,0,1,A,0,0,D,2010
Osasuna,Espanol,4,0,H,1,0,H,2010
Sevilla,Hercules,1,0,H,1,0,H,2010
Villarreal,Malaga,1,1,D,1,0,H,2010
Sociedad,Mallorca,1,0,H,0,0,D,2010
Ath Madrid,Sevilla,2,2,D,0,1,A,2010
Espanol,Sociedad,4,1,H,1,1,D,2010
La Coruna,Real Madrid,0,0,D,0,0,D,2010
Mallorca,Barcelona,0,3,A,0,1,A,2010
Sp Gijon,Zaragoza,0,0,D,0,0,D,2010
Ath Bilbao,Valencia,1,2,A,1,0,H,2010
Hercules,Getafe,0,0,D,0,0,D,2010
Levante,Osasuna,2,1,H,1,1,D,2010
Santander,Villarreal,2,2,D,1,0,H,2010
Malaga,Almeria,3,1,H,0,1,A,2010
Espanol,Mallorca,1,2,A,1,0,H,2010
Sevilla,Sp Gijon,3,0,H,2,0,H,2010
Getafe,Ath Madrid,1,1,D,1,0,H,2010
Osasuna,La Coruna,0,0,D,0,0,D,2010
Sociedad,Levante,1,1,D,0,0,D,2010
Valencia,Barcelona,0,1,A,0,0,D,2010
Villarreal,Hercules,1,0,H,1,0,H,2010
Zaragoza,Ath Bilbao,2,1,H,0,1,A,2010
Almeria,Santander,1,1,D,0,1,A,2010
Real Madrid,Malaga,7,0,H,3,0,H,2010
Ath Madrid,Villarreal,3,1,H,1,1,D,2010
Barcelona,Zaragoza,1,0,H,1,0,H,2010
Mallorca,Valencia,1,2,A,1,1,D,2010
Ath Bilbao,Sevilla,2,0,H,0,0,D,2010
Hercules,Almeria,1,2,A,0,0,D,2010
Levante,Espanol,1,0,H,1,0,H,2010
Malaga,Osasuna,0,1,A,0,0,D,2010
Santander,Real Madrid,1,3,A,0,2,A,2010
Sp Gijon,Getafe,2,0,H,2,0,H,2010
La Coruna,Sociedad,2,1,H,1,0,H,2010
Almeria,Ath Madrid,2,2,D,0,1,A,2010
Real Madrid,Hercules,2,0,H,1,0,H,2010
Zaragoza,Valencia,4,0,H,2,0,H,2010
Espanol,La Coruna,2,0,H,0,0,D,2010
Levante,Mallorca,1,1,D,1,0,H,2010
Osasuna,Santander,3,1,H,2,0,H,2010
Sevilla,Barcelona,1,1,D,0,1,A,2010
Sociedad,Malaga,0,2,A,0,1,A,2010
Villarreal,Sp Gijon,1,1,D,1,0,H,2010
Getafe,Ath Bilbao,2,2,D,0,0,D,2010
Ath Madrid,Real Madrid,1,2,A,0,2,A,2010
Barcelona,Getafe,2,1,H,1,0,H,2010
Mallorca,Zaragoza,1,0,H,0,0,D,2010
Ath Bilbao,Villarreal,0,1,A,0,0,D,2010
Hercules,Osasuna,0,4,A,0,2,A,2010
La Coruna,Levante,0,1,A,0,0,D,2010
Malaga,Espanol,2,0,H,2,0,H,2010
Santander,Sociedad,2,1,H,1,0,H,2010
Sp Gijon,Almeria,1,0,H,1,0,H,2010
Valencia,Sevilla,0,1,A,0,0,D,2010
Getafe,Valencia,2,4,A,1,0,H,2010
Real Madrid,Sp Gijon,0,1,A,0,0,D,2010
Villarreal,Barcelona,0,1,A,0,0,D,2010
Espanol,Santander,1,2,A,1,0,H,2010
La Coruna,Mallorca,2,1,H,0,1,A,2010
Levante,Malaga,3,1,H,2,0,H,2010
Osasuna,Ath Madrid,2,3,A,1,1,D,2010
Sevilla,Zaragoza,3,1,H,1,0,H,2010
Sociedad,Hercules,1,3,A,0,0,D,2010
Almeria,Ath Bilbao,1,3,A,1,1,D,2010
Ath Bilbao,Real Madrid,0,3,A,0,1,A,2010
Barcelona,Almeria,3,1,H,0,0,D,2010
Mallorca,Sevilla,2,2,D,2,1,H,2010
Ath Madrid,Sociedad,3,0,H,2,0,H,2010
Hercules,Espanol,0,0,D,0,0,D,2010
Malaga,La Coruna,0,0,D,0,0,D,2010
Santander,Levante,1,1,D,1,0,H,2010
Sp Gijon,Osasuna,1,0,H,0,0,D,2010
Valencia,Villarreal,5,0,H,1,0,H,2010
Zaragoza,Getafe,2,1,H,2,1,H,2010
Almeria,Valencia,0,3,A,0,0,D,2010
Getafe,Sevilla,1,0,H,0,0,D,2010
Malaga,Mallorca,3,0,H,2,0,H,2010
Real Madrid,Barcelona,1,1,D,0,0,D,2010
Espanol,Ath Madrid,2,2,D,1,1,D,2010
La Coruna,Santander,2,0,H,1,0,H,2010
Levante,Hercules,2,1,H,2,0,H,2010
Osasuna,Ath Bilbao,1,2,A,0,0,D,2010
Sociedad,Sp Gijon,2,1,H,1,0,H,2010
Villarreal,Zaragoza,1,0,H,0,0,D,2010
Ath Bilbao,Sociedad,2,1,H,2,1,H,2010
Barcelona,Osasuna,2,0,H,1,0,H,2010
Valencia,Real Madrid,3,6,A,0,4,A,2010
Ath Madrid,Levante,4,1,H,1,1,D,2010
Hercules,La Coruna,1,0,H,0,0,D,2010
Mallorca,Getafe,2,0,H,1,0,H,2010
Santander,Malaga,1,2,A,0,2,A,2010
Sevilla,Villarreal,3,2,H,2,0,H,2010
Sp Gijon,Espanol,1,0,H,0,0,D,2010
Zaragoza,Almeria,1,0,H,0,0,D,2010
La Coruna,Ath Madrid,0,1,A,0,0,D,2010
Real Madrid,Zaragoza,2,3,A,0,1,A,2010
Sociedad,Barcelona,2,1,H,0,1,A,2010
Almeria,Sevilla,0,1,A,0,0,D,2010
Levante,Sp Gijon,0,0,D,0,0,D,2010
Malaga,Hercules,3,1,H,1,1,D,2010
Osasuna,Valencia,1,0,H,0,0,D,2010
Santander,Mallorca,2,0,H,2,0,H,2010
Villarreal,Getafe,2,1,H,0,1,A,2010
Espanol,Ath Bilbao,2,1,H,1,1,D,2010
Ath Bilbao,Levante,3,2,H,1,0,H,2010
Ath Madrid,Malaga,0,3,A,0,2,A,2010
Getafe,Almeria,2,0,H,1,0,H,2010
Hercules,Santander,2,3,A,2,3,A,2010
Sevilla,Real Madrid,2,6,A,0,3,A,2010
Sp Gijon,La Coruna,2,2,D,1,2,A,2010
Valencia,Sociedad,3,0,H,3,0,H,2010
Barcelona,Espanol,2,0,H,1,0,H,2010
Mallorca,Villarreal,0,0,D,0,0,D,2010
Zaragoza,Osasuna,1,3,A,1,0,H,2010
La Coruna,Ath Bilbao,2,1,H,1,1,D,2010
Malaga,Sp Gijon,2,0,H,1,0,H,2010
Real Madrid,Getafe,4,0,H,1,0,H,2010
Santander,Ath Madrid,2,1,H,1,1,D,2010
Almeria,Villarreal,0,0,D,0,0,D,2010
Espanol,Valencia,2,2,D,1,2,A,2010
Hercules,Mallorca,2,2,D,2,0,H,2010
Levante,Barcelona,1,1,D,1,1,D,2010
Osasuna,Sevilla,3,2,H,0,2,A,2010
Sociedad,Zaragoza,2,1,H,1,0,H,2010
Almeria,Mallorca,3,1,H,3,1,H,2010
Ath Bilbao,Malaga,1,1,D,0,1,A,2010
Ath Madrid,Hercules,2,1,H,1,0,H,2010
Barcelona,La Coruna,0,0,D,0,0,D,2010
Getafe,Osasuna,2,0,H,0,0,D,2010
Sevilla,Sociedad,3,1,H,0,0,D,2010
Sp Gijon,Santander,2,1,H,1,1,D,2010
Valencia,Levante,0,0,D,0,0,D,2010
Villarreal,Real Madrid,1,3,A,0,2,A,2010
Zaragoza,Espanol,1,0,H,0,0,D,2010
Espanol,Sevilla,2,3,A,0,2,A,2010
Hercules,Sp Gijon,0,0,D,0,0,D,2010
La Coruna,Valencia,0,2,A,0,1,A,2010
Levante,Zaragoza,1,2,A,0,1,A,2010
Malaga,Barcelona,1,3,A,1,1,D,2010
Mallorca,Ath Madrid,3,4,A,0,2,A,2010
Osasuna,Villarreal,1,0,H,1,0,H,2010
Real Madrid,Almeria,8,1,H,2,1,H,2010
Santander,Ath Bilbao,1,2,A,0,2,A,2010
Sociedad,Getafe,1,1,D,0,1,A,2010
Granada,Betis,0,1,A,0,0,D,2011
Sp Gijon,Sociedad,1,2,A,0,1,A,2011
Valencia,Santander,4,3,H,1,2,A,2011
Ath Bilbao,Vallecano,1,1,D,0,0,D,2011
Ath Madrid,Osasuna,0,0,D,0,0,D,2011
Getafe,Levante,1,1,D,0,0,D,2011
Mallorca,Espanol,1,0,H,0,0,D,2011
Sevilla,Malaga,2,1,H,2,0,H,2011
Zaragoza,Real Madrid,0,6,A,0,2,A,2011
Barcelona,Villarreal,5,0,H,2,0,H,2011
Real Madrid,Getafe,4,2,H,1,1,D,2011
Sociedad,Barcelona,2,2,D,0,2,A,2011
Valencia,Ath Madrid,1,0,H,0,0,D,2011
Villarreal,Sevilla,2,2,D,1,1,D,2011
Betis,Mallorca,1,0,H,0,0,D,2011
Espanol,Ath Bilbao,2,1,H,1,0,H,2011
Osasuna,Sp Gijon,2,1,H,2,0,H,2011
Santander,Levante,0,0,D,0,0,D,2011
Vallecano,Zaragoza,0,0,D,0,0,D,2011
Malaga,Granada,4,0,H,2,0,H,2011
Barcelona,Osasuna,8,0,H,5,0,H,2011
Granada,Villarreal,1,0,H,0,0,D,2011
Mallorca,Malaga,0,1,A,0,1,A,2011
Sevilla,Sociedad,1,0,H,0,0,D,2011
Sp Gijon,Valencia,0,1,A,0,1,A,2011
Ath Bilbao,Betis,2,3,A,1,3,A,2011
Ath Madrid,Santander,4,0,H,2,0,H,2011
Getafe,Vallecano,0,1,A,0,1,A,2011
Levante,Real Madrid,1,0,H,0,0,D,2011
Zaragoza,Espanol,2,1,H,1,0,H,2011
Osasuna,Sevilla,0,0,D,0,0,D,2011
Sociedad,Granada,1,0,H,0,0,D,2011
Villarreal,Mallorca,2,0,H,1,0,H,2011
Ath Madrid,Sp Gijon,4,0,H,1,0,H,2011
Malaga,Ath Bilbao,1,0,H,0,0,D,2011
Santander,Real Madrid,0,0,D,0,0,D,2011
Valencia,Barcelona,2,2,D,2,1,H,2011
Vallecano,Levante,1,2,A,0,2,A,2011
Betis,Zaragoza,4,3,H,2,1,H,2011
Espanol,Getafe,1,0,H,0,0,D,2011
Ath Bilbao,Villarreal,1,1,D,1,0,H,2011
Barcelona,Ath Madrid,5,0,H,3,0,H,2011
Real Madrid,Vallecano,6,2,H,2,1,H,2011
Sevilla,Valencia,1,0,H,1,0,H,2011
Granada,Osasuna,1,1,D,0,1,A,2011
Levante,Espanol,3,1,H,1,0,H,2011
Mallorca,Sociedad,2,1,H,1,1,D,2011
Sp Gijon,Santander,0,0,D,0,0,D,2011
Zaragoza,Malaga,0,0,D,0,0,D,2011
Getafe,Betis,1,0,H,1,0,H,2011
Malaga,Getafe,3,2,H,0,0,D,2011
Osasuna,Mallorca,2,2,D,1,1,D,2011
Santander,Vallecano,1,1,D,0,1,A,2011
Valencia,Granada,1,0,H,1,0,H,2011
Villarreal,Zaragoza,2,2,D,1,2,A,2011
Ath Madrid,Sevilla,0,0,D,0,0,D,2011
Betis,Levante,0,1,A,0,1,A,2011
Espanol,Real Madrid,0,4,A,0,1,A,2011
Sociedad,Ath Bilbao,1,2,A,0,1,A,2011
Sp Gijon,Barcelona,0,1,A,0,1,A,2011
Barcelona,Santander,3,0,H,2,0,H,2011
Getafe,Villarreal,0,0,D,0,0,D,2011
Granada,Ath Madrid,0,0,D,0,0,D,2011
Mallorca,Valencia,1,1,D,0,1,A,2011
Real Madrid,Betis,4,1,H,0,0,D,2011
Levante,Malaga,3,0,H,3,0,H,2011
Sevilla,Sp Gijon,2,1,H,1,0,H,2011
Vallecano,Espanol,0,1,A,0,0,D,2011
Zaragoza,Sociedad,2,0,H,1,0,H,2011
Ath Bilbao,Osasuna,3,1,H,3,0,H,2011
Barcelona,Sevilla,0,0,D,0,0,D,2011
Malaga,Real Madrid,0,4,A,0,4,A,2011
Santander,Espanol,0,1,A,0,0,D,2011
Sp Gijon,Granada,2,0,H,2,0,H,2011
Ath Madrid,Mallorca,1,1,D,1,1,D,2011
Betis,Vallecano,0,2,A,0,0,D,2011
Osasuna,Zaragoza,3,0,H,3,0,H,2011
Sociedad,Getafe,0,0,D,0,0,D,2011
Valencia,Ath Bilbao,1,1,D,0,0,D,2011
Villarreal,Levante,0,3,A,0,2,A,2011
Granada,Barcelona,0,1,A,0,1,A,2011
Sevilla,Santander,2,2,D,1,0,H,2011
Getafe,Osasuna,2,2,D,0,1,A,2011
Levante,Sociedad,3,2,H,0,1,A,2011
Mallorca,Sp Gijon,1,2,A,1,0,H,2011
Real Madrid,Villarreal,3,0,H,3,0,H,2011
Vallecano,Malaga,2,0,H,1,0,H,2011
Zaragoza,Valencia,0,1,A,0,0,D,2011
Ath Bilbao,Ath Madrid,3,0,H,0,0,D,2011
Espanol,Betis,1,0,H,0,0,D,2011
Barcelona,Mallorca,5,0,H,3,0,H,2011
Sociedad,Real Madrid,0,1,A,0,1,A,2011
Valencia,Getafe,3,1,H,2,1,H,2011
Villarreal,Vallecano,2,0,H,1,0,H,2011
Ath Madrid,Zaragoza,3,1,H,2,0,H,2011
Malaga,Espanol,2,1,H,1,1,D,2011
Osasuna,Levante,2,0,H,2,0,H,2011
Santander,Betis,1,0,H,0,0,D,2011
Sp Gijon,Ath Bilbao,1,1,D,0,0,D,2011
Sevilla,Granada,1,2,A,1,0,H,2011
Betis,Malaga,0,0,D,0,0,D,2011
Levante,Valencia,0,2,A,0,1,A,2011
Mallorca,Sevilla,0,0,D,0,0,D,2011
Ath Bilbao,Barcelona,2,2,D,1,1,D,2011
Espanol,Villarreal,0,0,D,0,0,D,2011
Getafe,Ath Madrid,3,2,H,1,1,D,2011
Granada,Santander,0,0,D,0,0,D,2011
Real Madrid,Osasuna,7,1,H,3,1,H,2011
Vallecano,Sociedad,4,0,H,1,0,H,2011
Zaragoza,Sp Gijon,2,2,D,1,2,A,2011
Barcelona,Zaragoza,4,0,H,2,0,H,2011
Valencia,Real Madrid,2,3,A,0,1,A,2011
Villarreal,Betis,1,0,H,1,0,H,2011
Ath Madrid,Levante,3,2,H,0,0,D,2011
Osasuna,Vallecano,0,0,D,0,0,D,2011
Sevilla,Ath Bilbao,1,2,A,1,1,D,2011
Sociedad,Espanol,0,0,D,0,0,D,2011
Sp Gijon,Getafe,2,1,H,1,1,D,2011
Santander,Malaga,1,3,A,0,0,D,2011
Getafe,Barcelona,1,0,H,0,0,D,2011
Real Madrid,Ath Madrid,4,1,H,1,1,D,2011
Vallecano,Valencia,1,2,A,0,1,A,2011
Ath Bilbao,Granada,0,1,A,0,1,A,2011
Betis,Sociedad,2,3,A,0,0,D,2011
Espanol,Osasuna,1,2,A,0,1,A,2011
Levante,Sp Gijon,4,0,H,1,0,H,2011
Mallorca,Santander,2,1,H,1,0,H,2011
Zaragoza,Sevilla,0,1,A,0,1,A,2011
Malaga,Villarreal,2,1,H,2,1,H,2011
Barcelona,Vallecano,4,0,H,3,0,H,2011
Barcelona,Levante,5,0,H,3,0,H,2011
Santander,Villarreal,1,0,H,1,0,H,2011
Sp Gijon,Real Madrid,0,3,A,0,1,A,2011
Valencia,Espanol,2,1,H,1,0,H,2011
Ath Madrid,Vallecano,3,1,H,1,0,H,2011
Granada,Zaragoza,1,0,H,1,0,H,2011
Mallorca,Ath Bilbao,1,1,D,1,1,D,2011
Osasuna,Betis,2,1,H,1,0,H,2011
Sociedad,Malaga,3,2,H,1,1,D,2011
Sevilla,Getafe,3,0,H,1,0,H,2011
Granada,Mallorca,2,2,D,0,1,A,2011
Betis,Valencia,2,1,H,0,0,D,2011
Levante,Sevilla,1,0,H,0,0,D,2011
Real Madrid,Barcelona,1,3,A,1,1,D,2011
Ath Bilbao,Santander,1,1,D,0,0,D,2011
Espanol,Ath Madrid,4,2,H,3,1,H,2011
Getafe,Granada,1,0,H,0,0,D,2011
Malaga,Osasuna,1,1,D,0,1,A,2011
Vallecano,Sp Gijon,1,3,A,0,2,A,2011
Villarreal,Sociedad,1,1,D,0,0,D,2011
Zaragoza,Mallorca,0,1,A,0,1,A,2011
Ath Bilbao,Zaragoza,2,1,H,1,1,D,2011
Mallorca,Getafe,1,2,A,1,2,A,2011
Sevilla,Real Madrid,2,6,A,0,3,A,2011
Sp Gijon,Espanol,1,2,A,0,1,A,2011
Ath Madrid,Betis,0,2,A,0,0,D,2011
Granada,Levante,2,1,H,2,0,H,2011
Osasuna,Villarreal,2,1,H,0,0,D,2011
Santander,Sociedad,0,0,D,0,0,D,2011
Valencia,Malaga,2,0,H,1,0,H,2011
